Region,Country,IncomeGroup,IDAStatus,TypeofPPI,Sector,InvestmentYear,TotalInvestment,InvestmentRange,SubtypeOfPPI,FinancialClosureYear,pppProject,mdbSupport,GDP,Inflation,Political Support,ProjectStatus
0,11,2,2,2,2,2009,7.08,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,214.59,0,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2023,29.349118,3,8,2023,1,1,1.78E+03,0.234836829,0,0
0,11,2,2,2,1,2017,53.37,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2016,52.56,3,1,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2016,38.55,3,1,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2021,34.96,3,7,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,1,2017,36.32,3,7,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2018,12.6,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,7.63,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,2.64,3,1,2016,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2003,9,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2020,32,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,0,2,2019,96.18,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,2,1998,29.9,3,11,1998,1,1,1.03E+02,-0.773186012,32.978722,0
0,11,2,2,2,2,2009,6.15,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,3,2,2011,29.349118,3,5,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2009,3.03,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,3,2,2011,29.349118,3,5,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2017,23.5,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,2.41,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2017,53.09,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,3,2,2017,7.06,3,5,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2016,14.53,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,0,2,2015,5.59,3,11,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2017,290.95,0,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2017,100,0,7,2017,1,0,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2013,53.37,3,0,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,2,2,2019,242.53,0,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,2,2020,15.6,3,2,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,3,2,2020,80.12,3,5,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,112,0,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,59.5,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2019,28,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,192.24,0,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,48.76,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2016,369,0,7,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2018,81.99,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,145.29,0,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,1996,73,3,0,1996,1,1,8.64E+01,8.313160289,44.148937,1
0,11,2,2,0,2,2002,7.25,3,11,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,0,2,2004,24,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,2004,19.3,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2005,11.97,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2002,6.04,3,0,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,2,2,2004,6.04,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2004,8.52,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,2004,13.29,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,3,2,2005,29.349118,3,5,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2005,18.12,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2005,24.42,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2007,9.21,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,5.92,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,9.47,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,7.3,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,3.9159,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2008,7.5,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2019,89.9,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2008,8.58369,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2008,14.3062,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2005,23.57,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2008,15.5937,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,1,2,2008,228.898,0,9,2008,0,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,1,2,2010,516,2,9,2008,0,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,2,2009,10.67,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,6.8,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,0,2,2009,10.73,3,11,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,5.56,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,3,2,2014,29.349118,3,5,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2001,26,3,1,2001,1,1,1.34E+02,0.719125609,0,1
0,11,2,2,2,2,1998,25,3,1,1998,1,1,1.03E+02,-0.773186012,32.978722,0
0,11,2,2,2,2,2000,29.349118,3,1,2000,1,1,1.21E+02,0.347811227,38.095238,0
0,11,2,2,2,2,2000,32,3,1,2000,1,1,1.21E+02,0.347811227,38.095238,1
0,11,2,2,2,2,2001,12,3,0,2001,1,1,1.34E+02,0.719125609,0,0
0,11,2,2,0,2,1996,35.3,3,2,1996,1,1,8.64E+01,8.313160289,44.148937,0
0,11,2,2,2,2,2008,8.58369,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2023,97.25,3,0,2023,1,1,1.78E+03,0.234836829,0,0
0,11,2,2,0,2,2008,9.299,3,11,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2007,4.73062,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2004,5,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2007,3.63995,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2008,61.5165,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2009,4.43,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,0,2,2010,38.97,3,11,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,2,2010,9.4,3,1,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,2,2010,5.18,3,0,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,2,2010,8.82,3,0,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,3,2,2011,29.349118,3,5,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2012,23.77,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,2,2012,20.6,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,0,2,2012,10.36,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,3,2,2013,29.349118,3,5,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,0,1,2012,31.68,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,3,2,2014,13.03,3,5,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2014,26.06,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2020,83.87,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,3,2,2015,29.349118,3,5,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,0,2,2015,1,3,11,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,3,2,2016,29.349118,3,5,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2016,12.04,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2017,37.82,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,62.16,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2016,35.73,3,1,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2014,38.55,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,1,2018,170.46,0,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,761,2,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,0,1,2018,109,0,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2014,68.69,3,7,2017,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,1,2018,62.57,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2016,59.3,3,1,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2016,56.34,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2018,54.86,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,51.6,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2017,45.96,3,7,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,30.54,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2017,44.49,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2016,40.03,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2015,41.51,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2008,51.9313,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,1,2016,34.1,3,1,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2015,66.72,3,7,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,1,2018,98.44,3,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,94.44,3,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,83.62,3,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2016,33.8,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2018,9.17,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,16.7,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,81.54,3,1,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2019,83.16,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,68.41,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,45.32,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,32.77,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,100,0,7,2019,1,0,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2020,37,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2021,36.15,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,712.15,2,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,463.52,0,7,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,57.6,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2022,40.06,3,0,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,2,2017,172.2,0,0,2017,1,0,1.23E+03,1.593136001,38.57143,0
0,11,2,2,0,2,2002,396,0,2,2002,1,0,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,0,2,1997,26.5,3,11,1997,1,1,9.62E+01,2.786465055,0,0
0,11,2,2,2,1,2017,140.81,0,1,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2016,26.69,3,1,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2017,26.09,3,1,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2017,18,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2016,11.71,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,0,2,2011,29.349118,3,11,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,1,2018,204.55,0,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2015,21.21,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2015,22.95,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2015,34.57,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2015,55.94,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,1,2015,32.12,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2014,7.32,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,3,2,2020,15.3,3,5,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2019,15.7,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,2,1998,26.6,3,11,1998,1,1,1.03E+02,-0.773186012,32.978722,0
0,11,2,2,2,1,2017,43,3,7,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2008,21.93,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,0,2,2012,13.31,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,2,2012,4.75,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,1,2,2007,23.03,3,9,2007,0,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,13.47,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,52.63,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,7.24,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,4.34,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,3,2,2007,29.349118,3,5,2007,1,1,3.55E+02,4.816767674,28.019323,2
0,11,2,2,0,2,2002,34.78,3,11,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,2,2,2005,10.26,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2006,10.79,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,16.31,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2003,3.02,3,11,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,0,2,2003,5,3,11,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2002,7.3,3,0,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,0,2,2006,18.9,3,2,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,32.1,3,1,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,2,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2006,6.75,3,2,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2005,12.85,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2004,21.7,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2004,29.349118,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,1998,25,3,11,1998,1,1,1.03E+02,-0.773186012,32.978722,1
0,11,2,2,2,2,2003,24,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,1
0,11,2,2,2,2,2001,4.1,3,0,2001,1,1,1.34E+02,0.719125609,0,0
0,11,2,2,2,2,2004,35,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,2004,29.349118,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,2004,42.9,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,1997,48.2,3,11,1997,1,1,9.62E+01,2.786465055,0,0
0,11,2,2,0,2,2000,29.349118,3,11,2000,1,1,1.21E+02,0.347811227,38.095238,0
0,11,2,2,2,2,2022,43.77,3,0,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,0,2,2021,225.51,0,2,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,44.2,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,316.1,0,7,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,178.1,0,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,89.85,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,1,2020,87.87,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,30.96,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,0,2,2021,18.3,3,2,2020,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2020,75.94,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,49.71,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,90.42,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,165.45,0,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,104,0,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,112.9,0,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,0,1,2019,72.2,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,1,2019,34,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2018,485.45,0,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2017,36.41,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,18.98,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,30.39,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,32,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,3,2,2016,29.349118,3,5,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2016,15.37,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2016,4.79,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2015,104.02,0,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2015,15.98,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2015,14.89,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,3,2,2013,29.349118,3,5,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,0,2,2012,4.75,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,0,1,2019,97,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,80,3,1,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,207.53,0,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,0,2019,100.98,0,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,54.94,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,2,2019,11.79,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,44.47,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2018,266.7,0,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2018,41.13,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,0,2,2011,123.79,0,11,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2009,9.52,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,0,2,2007,7.1113,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2004,31.5,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,2001,10.3,3,11,2001,1,1,1.34E+02,0.719125609,0,1
0,11,2,2,2,2,2007,5.51905,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2008,6.15165,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,0,1,2016,26.5,3,7,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2018,127.5,0,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2012,58.33,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,1,2012,7.37,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,1,2018,581,2,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2015,116,0,0,2013,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,1,2018,48.93,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2017,44.48,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2015,42.25,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,1,2017,31.28,3,1,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2017,20.91,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2018,16.31,3,7,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,10.79,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,1997,30,3,0,1997,1,1,9.62E+01,2.786465055,0,1
0,11,2,2,0,2,2007,13.59,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,29.349118,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,65.79,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,406.5,0,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2004,6.64,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,2004,29.349118,3,2,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,0,2,2006,10.04,3,2,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2003,10.23,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,3,2,2006,2,3,4,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,7.5,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2006,16.2,3,11,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,37.64,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,1998,6.6,3,11,1998,1,1,1.03E+02,-0.773186012,32.978722,1
0,11,2,2,3,2,2006,7.53,3,4,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2005,7.7,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2003,8.46,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,0,2,2005,15.75,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2005,48.1,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,1998,9.9,3,11,1998,1,1,1.03E+02,-0.773186012,32.978722,1
0,11,2,2,2,2,2004,14.5,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,1998,90,3,0,1998,1,1,1.03E+02,-0.773186012,32.978722,1
0,11,2,2,2,2,2005,10,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2005,44.7,3,2,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2005,55.6,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2005,84.6,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,1,2017,220,0,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2017,135,0,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2009,10.25,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
