Region,Country,IncomeGroup,IDAStatus,TypeofPPI,Sector,InvestmentYear,TotalInvestment,InvestmentRange,SubtypeOfPPI,FinancialClosureYear,pppProject,mdbSupport,GDP,Inflation,Political Support,ProjectStatus
0,11,2,2,2,2,2007,8.93561,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2005,23.199,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2006,6.64994,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2007,13.4665,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2005,9.9,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2000,8.9,3,2,2000,1,1,1.21E+02,0.347811227,38.095238,0
0,11,2,2,2,2,2017,43.64,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,16.28,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,27.52,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,16.19,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2017,58.9,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,1999,107.6,0,0,1999,1,0,1.09E+02,-1.401472683,0,0
0,11,2,2,0,2,2007,225,0,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,5.47,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,5.27,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,8.26,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2006,12.55,3,11,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2008,1.8598,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,0,2,2008,10.7457,3,11,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2006,6.77415,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,1,2,2009,5.72,3,9,2009,0,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,0,2,2009,5.72,3,11,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,14.26,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,6.44,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,10.01,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,1,2009,45.78,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,1,2009,70.28,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,0,2,2001,37.8,3,11,2001,1,1,1.34E+02,0.719125609,0,0
0,11,2,2,2,2,2002,1,3,0,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,0,2,2005,60.6,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,1998,30,3,0,1998,1,1,1.03E+02,-0.773186012,32.978722,1
0,11,2,2,2,2,2006,62.7,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2005,0.7,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2004,5,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2006,12.55,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,4.02,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2006,11.29,3,11,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2016,347.64,0,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,0,2,2015,35.34,3,2,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,0,2,2015,61.19,3,11,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2015,15.58,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2010,13.5,3,0,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,0,2,2010,29.349118,3,11,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,2,2010,36.03,3,0,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,2,2011,42.03,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2011,18.2,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2018,2.84,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2019,77.39,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,84.83,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,1,2019,22.32,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,94.41,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,65.94,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,2,2011,41.26,3,11,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,1,2011,27.51,3,1,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,1,2011,35.76,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2012,5.03,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,0,2,2013,15.81,3,11,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,0,2,2013,4.2,3,11,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,2,2,2014,13.03,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2014,5.44,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,0,2,2015,15.93,3,11,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2015,31.01,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,1,2015,42.1,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,2016,93.92,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,0,2,2016,46.66,3,2,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2016,39.13,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2016,21.47,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2017,27.35,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2018,61.46,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,16.53,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,18.44,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,170.86,0,8,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,112.61,0,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,46.27,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,25.22,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,26.12,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2018,21.47,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,0,2,2018,20.33,3,11,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,0,2,2018,45.43,3,11,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2016,103.99,0,7,2016,1,0,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2014,55.15,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,1,2014,76.95,3,7,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,1,2016,85.99,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,0,2,2019,144.39,0,11,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,235.31,0,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,22.15,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2020,15.58,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,29.86,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,50.66,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,1,2020,29.25,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,145.93,0,8,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,3,2,2019,31.39,3,5,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,38.41,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,89,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,3,2,2009,29.349118,3,4,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2015,169.25,0,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,2,1998,11,3,0,1998,1,1,1.03E+02,-0.773186012,32.978722,0
0,11,2,2,2,2,2021,108.9,0,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,42.73,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,0,2,2021,22.82,3,11,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,0,2,2021,35.8,3,2,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,4,2,2021,83.74,3,7,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,30.16,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2021,23.12,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,2,2022,29.349118,3,0,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,0,2022,121.75,0,8,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,2,2022,47.75,3,0,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,2,2022,29.349118,3,8,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,2,2022,29.349118,3,0,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,2,2022,207.44,0,7,2022,1,1,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,2,2023,26.99,3,0,2023,1,1,1.78E+03,0.234836829,0,0
0,11,2,2,2,2,1997,16.7,3,0,1997,1,1,9.62E+01,2.786465055,0,0
0,11,2,2,2,1,2017,77.84,3,1,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,3,2,2014,29.349118,3,5,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,3,2,2014,29.349118,3,5,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,0,2,2014,17.91,3,11,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2003,4,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,0,2,2012,29.349118,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,2,2007,8.20894,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2008,22.0315,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2008,55.6509,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2008,17.1674,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2007,7.88436,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,9.19842,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,20.0039,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,4.47,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2006,3.44,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2003,3.6,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2002,30.4,3,0,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,2,2,2002,5,3,0,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,2,2,2007,13.55,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2006,29.349118,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2006,29.349118,3,11,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,13.8,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,3,2,2001,13.2,3,5,2001,1,1,1.34E+02,0.719125609,0,0
0,11,2,2,2,2,2003,5,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2003,12,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2003,6.04,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2005,14.65,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2007,7.5,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,6.58,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,6.26,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,17.63,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,43.42,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,110.53,0,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2006,14.44,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,12.55,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2007,8.55,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,12.89,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,6.58,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2008,10.0143,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2007,43.364,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,1,2,2002,1.44,3,3,2002,0,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,2,2,2005,8.55,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2005,5.49,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,2,2,2005,5.74,3,0,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2006,16.3,3,11,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2007,197.37,0,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2007,13.16,3,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,1,2,2007,15.6373,3,9,2007,0,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2008,6.15165,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2007,4.89074,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2007,8.62812,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,0,2,2008,29.349118,3,11,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2007,8.6728,3,0,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2008,18.598,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,0,2,2007,117.6084,0,11,2007,1,1,3.55E+02,4.816767674,28.019323,0
0,11,2,2,2,2,2009,4.65,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,0,2,2009,51.24,3,11,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,5.86,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,7.18,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,0,2,2011,19.57,3,11,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,3,2,2011,29.349118,3,5,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,1,2010,51.5,3,0,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,1,2011,45.67,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,0,2,2012,3.8,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,0,2,2012,2.06,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,3,2,2013,0.8,3,5,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,2,2,2004,6.16,3,0,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2006,9.79,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,29.349118,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2006,23.84,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2006,15,3,11,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,2,2,2003,3.86,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,0,2,2003,18.12,3,2,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2003,7.19,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2004,5.8,3,0,2003,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2003,29.349118,3,0,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,2,2,2002,13.65,3,0,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,3,2,2006,75.4,3,4,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,3,2,2013,29.349118,3,5,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,0,2,2013,38.71,3,11,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,2,2,2006,20,3,0,2006,1,1,2.75E+02,1.649430995,27.536232,0
0,11,2,2,0,2,2003,36.8,3,11,2003,1,1,1.66E+02,1.127603487,28.643215,0
0,11,2,2,0,2,2008,11.34764,3,11,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,2,2,2011,24.81,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2008,57.2246,3,0,2008,1,1,4.59E+02,5.92525137,29.326923,0
0,11,2,2,0,2,2004,29.8,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,3,2,2001,29.349118,3,5,2001,1,1,1.34E+02,0.719125609,0,0
0,11,2,2,0,2,2009,19.85,3,11,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2009,28.99,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2011,15,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,0,2,2011,20.93,3,11,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,3,2,2011,29.349118,3,5,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,3,2,2011,29.349118,3,5,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,0,2,2011,9.99,3,11,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2014,4.39,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,3,2,2014,29.349118,3,5,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2010,29.349118,3,0,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,3,2,2014,29.349118,3,5,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2014,36.74,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2014,42.32,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2014,9.12,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,2,2010,29.349118,3,0,2010,1,1,6.09E+02,3.175324753,25.592417,0
0,11,2,2,2,2,2011,3.82,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,0,2,2005,124,0,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2005,4.4,3,11,2005,1,1,2.29E+02,1.776414077,30.097088,0
0,11,2,2,0,2,2004,58,3,11,2004,1,1,1.96E+02,3.824637431,31.553398,0
0,11,2,2,2,2,2020,6.61,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,0,2,2002,149,0,11,2002,1,1,1.47E+02,-0.731970902,32.275131,0
0,11,2,2,2,2,2023,13.91,3,0,2023,1,1,1.78E+03,0.234836829,0,0
0,11,2,2,2,2,2023,7.58,3,0,2023,1,1,1.78E+03,0.234836829,0,0
0,11,2,2,2,1,2022,72.6,3,1,2022,1,0,1.79E+03,1.973575557,28.301888,0
0,11,2,2,2,2,2021,39,3,0,2021,1,1,1.78E+03,0.981015136,28.301888,0
0,11,2,2,2,0,2019,94.9,3,7,2019,1,0,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2020,86.6,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,2,2020,99.98,3,0,2020,1,1,1.47E+03,2.419421895,27.830189,0
0,11,2,2,2,1,2019,118.05,0,7,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,85.49,3,7,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,0,1,2019,19.3,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2013,59.3,3,7,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,2,1,2012,111.2,0,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,1,2017,55.01,3,1,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2016,53.37,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2016,51.89,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2014,50.26,3,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,3,2,2018,517,2,5,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,2,2017,87.04,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,2,2016,28.6,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,3,2,2016,29.349118,3,5,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2016,68.84,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,2,2015,6.1,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,1,2013,61.33,3,0,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,0,2,2013,29.349118,3,11,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,3,2,2012,29.349118,3,5,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,2,2012,76.07,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,0,2,2012,5.72,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,0,2,2012,4.75,3,11,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,2,2012,8.69,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,2,2013,8.06,3,0,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,3,2,2014,29.349118,3,5,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,3,2,2011,29.349118,3,5,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,0,1,2019,52.4,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,53.4,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2019,52.3,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2013,6.45,3,0,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,2,1,2017,32.49,3,0,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2013,27.58,3,0,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,0,2,2019,11.6,3,11,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2011,17,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,0,2,2019,17.5,3,2,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,2,2019,12.6,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2014,293.16,0,0,2014,1,1,1.05E+03,1.921641628,28.571428,0
0,11,2,2,2,1,2012,219.13,0,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,2,1,2018,4.53,3,0,2018,1,1,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2017,62.27,3,1,2014,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2016,77.1,3,0,2016,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2016,26.77,3,0,2012,1,1,1.12E+03,2.000001822,26.666666,0
0,11,2,2,2,1,2012,92.96,3,0,2012,1,1,8.53E+02,2.619524326,27.962086,0
0,11,2,2,3,2,2013,29.349118,3,5,2013,1,1,9.57E+02,2.621050017,26.540285,0
0,11,2,2,2,1,2019,49,3,0,2019,1,1,1.43E+03,2.899234164,38.207546,0
0,11,2,2,2,1,2017,13.2,3,1,2017,1,1,1.23E+03,1.593136001,38.57143,0
0,11,2,2,2,1,2018,853.8,2,7,2018,1,0,1.39E+03,2.0747904,36.320755,0
0,11,2,2,2,1,2015,30.8,3,0,2015,1,1,1.11E+03,1.437023809,26.190475,0
0,11,2,2,2,1,2009,38.21,3,1,2009,1,1,5.10E+02,-0.728165251,30.805687,0
0,11,2,2,2,2,2011,29.349118,3,0,2011,1,1,7.55E+02,5.553898923,27.962086,0
0,11,2,2,2,2,2009,7.15,3,0,2009,1,1,5.10E+02,-0.728165251,30.805687,0
