Region,Country,IncomeGroup,IDAStatus,TypeofPPI,Sector,InvestmentYear,TotalInvestment,InvestmentRange,SubtypeOfPPI,FinancialClosureYear,ProjectFinYear,pppProject,mdbSupport,GDP,Inflation,ProjectStatus
4,50,1,2,1,6,2004,353,0,10,1999,2004,0,1,70.9,3.767252,0
4,50,1,2,2,3,2006,13.6,3,2,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,3,2006,295.7,0,2,2005,2006,1,1,94,5.796523,0
4,50,1,2,2,3,2005,285,0,2,2005,2005,1,1,82,4.246344,0
4,50,1,2,2,0,2005,399.1,0,1,2005,2005,1,1,82,4.246344,0
4,50,1,2,0,9,2004,454.85,0,3,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,0,9,2011,28,3,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2011,13.4,3,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,3,11,2018,497,0,6,2018,2018,1,1,270,3.938826,0
4,50,1,2,0,9,2014,26,3,3,2012,2014,1,1,204,6.665657,0
4,50,1,2,0,9,2012,58,3,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2010,246,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2009,38.876997,3,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,0,9,2013,18.1,3,3,2013,2013,1,1,186,10.017878,0
4,50,1,2,0,9,2013,27.7,3,3,2013,2013,1,1,186,10.017878,0
4,50,1,2,2,3,2013,58.2,3,1,2013,2013,1,1,186,10.017878,0
4,50,1,2,0,9,2010,53.7,3,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,1,6,1999,217.5,0,10,1999,1999,0,1,45.9,4.66982,0
4,50,1,2,2,3,1998,328,0,2,1998,1998,1,1,42.1,13.230839,0
4,50,1,2,2,9,1997,2.1,3,1,1997,1997,1,1,41.6,7.164252,0
4,50,1,2,0,9,1997,8.8,3,12,1997,1997,1,1,41.6,7.164252,0
4,50,1,2,2,4,1994,38.876997,3,7,1994,1994,0,1,32.7,10.247936,0
4,50,1,2,2,4,1996,213,0,7,1996,1996,0,1,39.3,8.977152,1
4,50,1,2,2,5,2011,1.02,3,1,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,4,1995,5.9,3,7,1995,1995,0,1,36,10.224886,0
4,50,1,2,2,3,1999,320,0,2,1999,1999,1,0,45.9,4.66982,0
4,50,1,2,2,11,2004,110.75,0,1,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,2,3,2016,123.8,0,2,2016,2016,1,0,229,4.948216,0
4,50,1,2,2,3,2016,123.8,0,2,2016,2016,1,0,229,4.948216,0
4,50,1,2,2,3,2016,447.3,0,2,2016,2016,1,1,229,4.948216,0
4,50,1,2,2,7,2004,220.65,0,1,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,2,3,2023,37,3,8,2023,2023,1,1,355,5.649143,0
4,50,1,2,2,7,1999,203.1,0,1,1999,1999,1,1,45.9,4.66982,0
4,50,1,2,2,3,2006,6.35,3,1,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,3,1998,5,3,2,1998,1998,1,1,42.1,13.230839,0
4,50,1,2,0,9,1999,5.7,3,3,1999,1999,1,1,45.9,4.66982,0
4,50,1,2,2,0,2021,3990,4,1,2021,2021,1,1,317,5.131407,0
4,50,1,2,2,9,2022,133.56,0,8,2022,2022,1,1,335,6.699034,0
4,50,1,2,2,3,2016,36.6,3,2,2016,2016,1,1,229,4.948216,0
4,50,1,2,2,6,2007,38.876997,3,2,1995,2007,1,1,122,6.372881,0
4,50,1,2,0,9,2006,66,3,3,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,9,2004,185.3,0,1,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,0,9,2012,160.8,0,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,9,2009,118.1,0,1,2009,2009,1,1,134,10.882353,0
4,50,1,2,2,3,2011,6.45,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2013,65.2,3,2,2013,2013,1,1,186,10.017878,0
4,50,1,2,2,3,2011,54.2,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,66.6,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2000,142.5,0,1,2000,2000,1,1,46.8,4.009436,0
4,50,1,2,2,3,2013,347.1,0,2,2007,2013,1,1,186,10.017878,0
4,50,1,2,2,3,2020,421,0,2,2020,2020,1,1,267,6.623437,0
4,50,1,2,2,3,2020,333,0,2,2020,2020,1,1,267,6.623437,0
4,50,1,2,2,3,2007,500,0,2,2007,2007,1,1,122,6.372881,0
4,50,1,2,0,9,2006,11.3,3,12,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,5,2013,18.35,3,1,2013,2013,1,1,186,10.017878,0
4,50,1,2,0,0,2013,332.4,0,3,2006,2013,1,1,186,10.017878,0
4,50,1,2,0,9,2006,164.4,0,3,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,3,2011,70.7,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2019,142.62,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,1,3,1999,21.4,3,10,1999,1999,0,1,45.9,4.66982,1
4,50,1,2,1,4,1995,51.6,3,10,1995,1995,0,1,36,10.224886,0
4,50,1,2,0,9,2011,78.2,3,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,11,2015,7.5,3,2,2015,2015,1,1,210,4.906973,0
4,50,1,2,2,3,2009,7,3,7,2003,2009,0,1,134,10.882353,0
4,50,1,2,2,3,2003,6.5,3,7,2003,2003,0,1,60.8,3.805859,0
4,50,1,2,2,3,1994,311.3,0,2,1994,1994,1,1,32.7,10.247936,0
4,50,1,2,2,3,2000,300.6,0,2,2000,2000,1,1,46.8,4.009436,0
4,50,1,2,0,9,2006,249.6,0,3,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,7,2009,790,2,1,2006,2009,1,1,134,10.882353,0
4,50,1,2,2,3,2012,148.9,0,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,3,2018,197.2,0,2,2018,2018,1,0,270,3.938826,0
4,50,1,2,2,3,2014,8.8,3,2,2014,2014,1,1,204,6.665657,0
4,50,1,2,2,8,2017,117.8,0,1,2017,2017,1,1,265,3.328173,0
4,50,1,2,2,3,1995,94,3,2,1995,1995,1,0,36,10.224886,0
4,50,1,2,2,3,2017,28.66,3,2,2017,2017,1,1,265,3.328173,0
4,50,1,2,1,3,1993,3,3,10,1993,1993,0,1,27.9,6.32689,0
4,50,1,2,2,3,2017,41.85,3,2,2017,2017,1,1,265,3.328173,0
4,50,1,2,2,3,2017,80.62,3,2,2017,2017,1,0,265,3.328173,0
4,50,1,2,2,3,2016,38.85,3,1,2016,2016,1,1,229,4.948216,0
4,50,1,2,2,3,2023,6.29,3,8,2023,2023,1,1,355,5.649143,0
4,50,1,2,2,10,2016,16.79,3,7,2016,2016,0,1,229,4.948216,0
4,50,1,2,0,0,2019,1890,1,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,2,3,2006,401,0,2,2006,2006,1,1,94,5.796523,0
4,50,1,2,0,3,2023,20.2,3,8,2023,2023,1,0,355,5.649143,0
4,50,1,2,2,3,2007,385,0,2,2006,2007,1,1,122,6.372881,0
4,50,1,2,2,3,2008,1332,1,2,2006,2008,1,1,120,8.349267,0
4,50,1,2,2,3,2016,31.28,3,2,2016,2016,1,1,229,4.948216,0
4,50,1,2,0,7,2022,32,3,9,2022,2022,1,0,335,6.699034,0
4,50,1,2,0,9,2018,214.72,0,3,2018,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2004,683,2,2,2004,2004,1,0,70.9,3.767252,0
4,50,1,2,2,9,2021,166,0,1,2021,2021,1,1,317,5.131407,0
4,50,1,2,2,3,2011,14.6,3,2,2011,2011,1,0,182,8.911793,0
4,50,1,2,2,6,1995,30,3,2,1995,1995,1,1,36,10.224886,0
4,50,1,2,2,3,2011,76,3,2,2011,2011,1,0,182,8.911793,0
4,50,1,2,2,3,2011,91.5,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,379.8,0,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,21.9,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,6,2006,38.876997,3,2,1995,2006,1,1,94,5.796523,0
4,50,1,2,2,6,2005,38.876997,3,2,1995,2005,1,1,82,4.246344,0
4,50,1,2,2,3,2011,1495.7,1,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,6,2004,38.876997,3,2,1995,2004,1,1,70.9,3.767252,0
4,50,1,2,2,6,1997,9,3,2,1995,1997,1,1,41.6,7.164252,0
4,50,1,2,0,9,2011,164.4,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,1995,245,0,2,1995,1995,1,1,36,10.224886,0
4,50,1,2,0,7,2022,336.39,0,8,2022,2022,1,1,335,6.699034,0
4,50,1,2,2,3,2004,472.64,0,2,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,0,9,2011,156.5,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,9,2022,79.68,3,9,2022,2022,1,1,335,6.699034,0
4,50,1,2,2,3,2004,4.5,3,2,2002,2004,1,1,70.9,3.767252,0
4,50,1,2,2,3,2002,4.5,3,2,2002,2002,1,1,51.5,4.297152,0
4,50,1,2,2,3,2010,1515,1,2,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,10,2023,19.63,3,8,2023,2023,1,1,355,5.649143,0
4,50,1,2,2,3,2010,3826,4,2,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2010,151.2,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,11,2015,11,3,2,2015,2015,1,1,210,4.906973,0
4,50,1,2,0,9,2016,347.6,0,3,2016,2016,1,1,229,4.948216,0
4,50,1,2,0,9,2010,149.6,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2008,10.3,3,2,2008,2008,1,1,120,8.349267,0
4,50,1,2,2,3,2015,74.7,3,2,2015,2015,1,1,210,4.906973,0
4,50,1,2,0,9,2012,349.1,0,3,2012,2012,1,1,183,9.478997,1
4,50,1,2,2,3,2015,43.7,3,2,2015,2015,1,0,210,4.906973,0
4,50,1,2,2,3,2009,107.4,0,1,2009,2009,1,1,134,10.882353,0
4,50,1,2,2,3,2021,200,0,2,2021,2021,1,0,317,5.131407,0
4,50,1,2,0,9,1998,8.6,3,12,1998,1998,1,1,42.1,13.230839,0
4,50,1,2,0,9,2019,79.5,3,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,0,9,1998,20,3,12,1998,1998,1,1,42.1,13.230839,0
4,50,1,2,2,7,1997,200,0,1,1997,1997,1,1,41.6,7.164252,0
4,50,1,2,2,7,2013,226,0,1,1997,2013,1,0,186,10.017878,0
4,50,1,2,0,9,2012,14,3,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,3,2013,39.2,3,2,2013,2013,1,1,186,10.017878,0
4,50,1,2,2,7,2019,294.5,0,9,2019,2019,1,1,284,3.729506,0
4,50,1,2,1,3,2022,16.84,3,4,2022,2022,0,1,335,6.699034,0
4,50,1,2,0,9,2011,208.5,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2011,77.2,3,3,2011,2011,1,1,182,8.911793,1
4,50,1,2,2,7,2009,28,3,1,1997,2009,1,0,134,10.882353,0
4,50,1,2,0,9,2019,133.3,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,2,3,2009,887.6,2,7,2009,2009,0,1,134,10.882353,0
4,50,1,2,2,3,2010,282.8,0,2,2009,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2009,286.1,0,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,2,3,2012,315.8,0,2,2009,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2010,433.5,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,1,3,2004,203.7,0,10,2002,2004,0,1,70.9,3.767252,0
4,50,1,2,3,1,2011,2.82,3,6,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2013,112.8,0,2,2013,2013,1,1,186,10.017878,0
4,50,1,2,0,9,2011,516.7,2,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2011,558.6,2,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2010,1517,1,1,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2013,101,0,2,2010,2013,1,1,186,10.017878,0
4,50,1,2,2,3,2010,1812.8,1,2,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2015,114,0,2,2015,2015,1,1,210,4.906973,0
4,50,1,2,0,9,2010,126.48,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,9,2004,144,0,1,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,0,9,2004,50.5,3,3,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,2,3,2004,26.48,3,2,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,2,3,2004,315,0,2,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,2,3,2011,15.7,3,2,2011,2011,1,0,182,8.911793,0
4,50,1,2,0,9,2003,151.56,0,3,2003,2003,1,1,60.8,3.805859,0
4,50,1,2,2,7,2003,23,3,1,2003,2003,1,1,60.8,3.805859,0
4,50,1,2,2,9,2002,181.6,0,1,2002,2002,1,1,51.5,4.297152,0
4,50,1,2,2,10,2011,106.5,0,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,9,2019,240.83,0,1,2019,2019,1,1,284,3.729506,0
4,50,1,2,2,9,2018,240.11,0,1,2001,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2009,427.6,0,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,0,9,2012,266.6,0,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,3,2008,12,3,2,2008,2008,1,1,120,8.349267,0
4,50,1,2,2,10,2008,7.92,3,9,2008,2008,1,1,120,8.349267,0
4,50,1,2,2,3,2013,61,3,2,2008,2013,1,1,186,10.017878,0
4,50,1,2,2,3,2018,16,3,1,2018,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2010,303,0,2,2008,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2017,149.7,0,2,2017,2017,1,1,265,3.328173,0
4,50,1,2,2,9,2016,512.9,2,1,2016,2016,1,1,229,4.948216,0
4,50,1,2,2,3,2015,62.4,3,1,2015,2015,1,1,210,4.906973,0
4,50,1,2,2,3,2015,102,0,2,2015,2015,1,1,210,4.906973,0
4,50,1,2,2,3,2015,55.8,3,2,2015,2015,1,1,210,4.906973,0
4,50,1,2,2,3,2014,20.6,3,2,2013,2014,1,1,204,6.665657,0
4,50,1,2,2,3,2014,42.3,3,2,2014,2014,1,0,204,6.665657,0
4,50,1,2,2,3,2008,296,0,2,2008,2008,1,1,120,8.349267,0
4,50,1,2,2,3,2009,188.4,0,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,2,3,2013,42,3,2,2013,2013,1,1,186,10.017878,0
4,50,1,2,2,3,2014,53.6,3,2,2014,2014,1,1,204,6.665657,0
4,50,1,2,2,3,2012,43.4,3,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2010,108.1,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2014,132.4,0,3,2014,2014,1,1,204,6.665657,0
4,50,1,2,2,10,2019,42.09,3,1,2019,2019,1,1,284,3.729506,1
4,50,1,2,0,9,2019,139.55,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,2,10,2015,20.42,3,1,2014,2015,1,1,210,4.906973,0
4,50,1,2,2,3,2012,50.6,3,2,2012,2012,1,0,183,9.478997,0
4,50,1,2,1,3,2002,150.26,0,10,2002,2002,0,1,51.5,4.297152,0
4,50,1,2,2,3,2006,12.27,3,1,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,3,2006,6.35,3,1,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,3,2006,92.47,3,7,2006,2006,0,1,94,5.796523,0
4,50,1,2,0,9,2007,173,0,3,2007,2007,1,1,122,6.372881,0
4,50,1,2,0,9,2007,143,0,3,2007,2007,1,1,122,6.372881,0
4,50,1,2,2,3,2012,90,3,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2011,340.4,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2000,97.6,3,2,2000,2000,1,1,46.8,4.009436,0
4,50,1,2,2,9,2021,232.71,0,1,2021,2021,1,1,317,5.131407,0
4,50,1,2,2,3,1996,242.3,0,2,1996,1996,1,1,39.3,8.977152,0
4,50,1,2,0,7,1999,72,3,3,1999,1999,1,1,45.9,4.66982,0
4,50,1,2,2,5,2010,7.11,3,9,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,7,2013,158.9,0,3,1999,2013,1,1,186,10.017878,0
4,50,1,2,0,9,1997,13,3,12,1997,1997,1,1,41.6,7.164252,0
4,50,1,2,3,7,2005,38.876997,3,5,2005,2005,1,1,82,4.246344,0
4,50,1,2,2,10,2014,68,3,8,2014,2014,1,1,204,6.665657,0
4,50,1,2,0,9,2004,61.8,3,3,2004,2004,1,1,70.9,3.767252,0
4,50,1,2,2,3,2001,57.3,3,2,2001,2001,1,1,48.5,3.779293,0
4,50,1,2,3,11,2005,38.876997,3,6,2005,2005,1,1,82,4.246344,2
4,50,1,2,0,9,2006,9,3,12,2006,2006,1,1,94,5.796523,0
4,50,1,2,0,0,2006,2183,4,3,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,3,2022,75.26,3,2,2022,2022,1,0,335,6.699034,0
4,50,1,2,0,0,2006,1483,1,3,2006,2006,1,1,94,5.796523,0
4,50,1,2,0,0,2019,377.84,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,1,3,2022,73.35,3,10,2022,2022,0,1,335,6.699034,0
4,50,1,2,0,9,2005,1.5,3,12,2005,2005,1,1,82,4.246344,0
4,50,1,2,0,9,2008,185,0,3,2008,2008,1,1,120,8.349267,0
4,50,1,2,2,3,2008,4200,4,2,2008,2008,1,0,120,8.349267,0
4,50,1,2,0,9,2009,47,3,3,2009,2009,1,1,134,10.882353,0
4,50,1,2,2,3,2009,3985.8,4,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,2,3,2009,119.8,0,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,0,9,2019,164.79,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,0,9,2019,315.58,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,3,3,2010,144,0,5,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2010,382.7,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2010,105,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,9,1996,0.8,3,1,1996,1996,1,1,39.3,8.977152,2
4,50,1,2,2,9,1999,35.5,3,1,1999,1999,1,1,45.9,4.66982,0
4,50,1,2,2,0,2017,289,0,1,2017,2017,1,1,265,3.328173,0
4,50,1,2,2,3,2013,138.2,0,7,2010,2013,0,1,186,10.017878,0
4,50,1,2,0,9,2011,258.5,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2009,1104.1,1,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,2,4,1996,94.1,3,7,1996,1996,0,1,39.3,8.977152,0
4,50,1,2,2,3,2014,61.5,3,2,2014,2014,1,1,204,6.665657,0
4,50,1,2,0,9,2010,357.8,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2005,12.3,3,1,2005,2005,1,1,82,4.246344,0
4,50,1,2,2,3,2010,19.8,3,2,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2019,134.52,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,2,5,2012,3.43,3,1,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2011,73.6,3,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,9,1998,3.8,3,1,1998,1998,1,1,42.1,13.230839,0
4,50,1,2,2,3,1997,671,2,1,1997,1997,1,1,41.6,7.164252,0
4,50,1,2,2,6,2023,94,3,8,2023,2023,1,1,355,5.649143,0
4,50,1,2,2,3,2012,38.876997,3,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,1,2008,2.73,3,9,2008,2008,1,1,120,8.349267,0
4,50,1,2,2,5,2012,760.9,2,9,2012,2012,1,1,183,9.478997,0
4,50,1,2,3,3,2012,18.8,3,6,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,3,2013,6.2,3,2,2013,2013,1,0,186,10.017878,0
4,50,1,2,2,3,2012,32.9,3,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2011,68.7,3,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,3,11,2018,86.3,3,6,2018,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2012,34.8,3,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2010,303.6,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2010,180.2,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2010,430.79,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2010,398.85,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,0,9,2010,267,0,3,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,7,2010,122.2,0,1,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2010,601,2,2,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2013,88.4,3,2,2013,2013,1,0,186,10.017878,0
4,50,1,2,0,9,2011,139.3,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2012,97.5,3,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2011,75.8,3,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,7,2007,175,0,1,2007,2007,1,1,122,6.372881,0
4,50,1,2,1,6,2007,38.876997,3,10,2003,2007,0,1,122,6.372881,0
4,50,1,2,1,6,2006,38.876997,3,10,2003,2006,0,1,94,5.796523,0
4,50,1,2,2,3,2011,17,3,2,2011,2011,1,0,182,8.911793,0
4,50,1,2,2,3,2011,48,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2020,1484,1,2,2020,2020,1,1,267,6.623437,0
4,50,1,2,1,6,2005,41,3,10,2003,2005,0,1,82,4.246344,0
4,50,1,2,1,6,2003,38.876997,3,10,2003,2003,0,1,60.8,3.805859,0
4,50,1,2,2,3,2018,18.19,3,1,2018,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2018,62.03,3,2,2018,2018,1,1,270,3.938826,0
4,50,1,2,0,9,2005,117.44,0,3,2005,2005,1,1,82,4.246344,0
4,50,1,2,2,3,2018,185.55,0,2,2018,2018,1,1,270,3.938826,0
4,50,1,2,0,9,2006,27.3,3,12,2006,2006,1,1,94,5.796523,0
4,50,1,2,0,9,2011,273.7,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2016,237.5,0,3,2016,2016,1,1,229,4.948216,0
4,50,1,2,2,3,2017,39.3,3,2,2017,2017,1,1,265,3.328173,0
4,50,1,2,0,9,2011,158.7,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2011,379.1,0,3,2011,2011,1,1,182,8.911793,1
4,50,1,2,2,3,2009,221,0,2,2009,2009,1,1,134,10.882353,0
4,50,1,2,0,9,2011,352.1,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,3,3,2012,18.8,3,6,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,9,2003,12.86,3,1,2003,2003,1,1,60.8,3.805859,0
4,50,1,2,0,9,2013,503.3,2,3,2013,2013,1,1,186,10.017878,0
4,50,1,2,3,3,2012,29,3,6,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,9,2003,17.32,3,1,2003,2003,1,1,60.8,3.805859,0
4,50,1,2,2,3,2021,184.14,0,2,2021,2021,1,1,317,5.131407,0
4,50,1,2,0,9,2020,137,0,3,2020,2020,1,1,267,6.623437,0
4,50,1,2,0,7,2001,100,0,3,2001,2001,1,1,48.5,3.779293,0
4,50,1,2,2,3,2011,150,0,2,2011,2011,1,0,182,8.911793,0
4,50,1,2,0,9,2012,75.4,3,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2012,59,3,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,0,9,2011,371.2,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2017,137,0,3,2017,2017,1,1,265,3.328173,0
4,50,1,2,0,9,2013,341.3,0,3,2013,2013,1,1,186,10.017878,0
4,50,1,2,2,3,2015,220,0,2,2015,2015,1,0,210,4.906973,0
4,50,1,2,0,9,2012,10.35,3,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,3,2008,669.6,2,2,2008,2008,1,1,120,8.349267,0
4,50,1,2,0,9,2012,3380.5,4,3,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,3,2018,82.81,3,2,2018,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2012,56.1,3,2,2012,2012,1,1,183,9.478997,0
4,50,1,2,2,3,2011,26.7,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,1251.7,1,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,71.1,3,1,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,9.2,3,1,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,138.2,0,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2011,379,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2011,106.7,0,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,5,2018,5,3,1,2015,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2006,145,0,1,2006,2006,1,1,94,5.796523,0
4,50,1,2,2,3,2007,675.5,2,2,2007,2007,1,1,122,6.372881,0
4,50,1,2,0,9,2011,49.3,3,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,5,2014,2.1,3,1,2014,2014,1,1,204,6.665657,0
4,50,1,2,2,9,2018,140,0,1,2018,2018,1,1,270,3.938826,0
4,50,1,2,2,3,2010,256.7,0,2,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2010,143.5,0,1,2010,2010,1,0,168,11.98939,0
4,50,1,2,2,3,2020,134.36,0,2,2020,2020,1,0,267,6.623437,0
4,50,1,2,0,9,2011,876.5,2,3,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,9,2018,112.6,0,1,2018,2018,1,1,270,3.938826,0
4,50,1,2,1,3,2010,90.75,3,10,2010,2010,0,1,168,11.98939,0
4,50,1,2,0,9,2002,3.7,3,12,2002,2002,1,1,51.5,4.297152,0
4,50,1,2,2,7,2010,115.4,0,1,2010,2010,1,1,168,11.98939,0
4,50,1,2,2,3,2011,139.3,0,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,3535.3,4,2,2010,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2015,505.1,2,3,2015,2015,1,1,210,4.906973,0
4,50,1,2,2,9,2011,355.5,0,1,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2011,31.3,3,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,2,3,2014,41.1,3,2,2014,2014,1,1,204,6.665657,0
4,50,1,2,2,3,2011,1386.7,1,2,2011,2011,1,1,182,8.911793,0
4,50,1,2,0,9,2019,328.98,0,3,2019,2019,1,1,284,3.729506,0
4,50,1,2,0,9,2019,188.58,0,3,2019,2019,1,1,284,3.729506,0
