Region,Country,IncomeGroup,IDAStatus,TypeofPPI,Sector,InvestmentYear,TotalInvestment,InvestmentRange,SubtypeOfPPI,FinancialClosureYear,ProjectFinYear,pppProject,mdbSupport,GDP,Inflation,ProjectStatus
2,15,2,2,0,3,2009,73.8,3,3,1998,2009,1,0,167,4.888035,0
2,15,2,2,0,3,2010,115.9,0,3,1998,2010,1,0,221,5.038727,0
2,15,2,2,0,3,2011,128.7,0,3,1998,2011,1,0,262,6.63645,0
2,15,2,2,0,3,2012,79.5,3,3,1998,2012,1,0,247,5.403499,0
2,15,2,2,0,3,2013,65.1,3,3,1998,2013,1,0,247,6.204311,0
2,15,2,2,0,3,2014,61.3,3,3,1998,2014,1,0,246,6.32904,0
2,15,2,2,0,3,2015,49,3,3,1998,2015,1,0,180,9.029901,0
2,15,2,2,0,3,1998,881.6,2,3,1998,1998,1,1,86.4,3.195076,0
2,15,2,2,0,3,2000,0.2,3,3,1998,2000,1,1,65.5,7.044141,0
2,15,2,2,0,3,2002,9.6,3,3,1998,2002,1,1,51,8.450164,0
2,15,2,2,0,3,2003,28.9,3,3,1998,2003,1,1,55.8,14.71492,0
2,15,2,2,0,3,2004,13,3,3,1998,2004,1,1,66.9,6.597185,0
2,15,2,2,0,3,2007,38.1,3,3,1998,2007,1,1,140,3.641273,0
2,15,2,2,0,3,2008,38.9,3,3,1998,2008,1,1,170,5.678594,0
2,15,2,2,0,3,2009,59.4,3,3,1998,2009,1,1,167,4.888035,0
2,15,2,2,0,3,2004,7.3,3,3,1997,2004,1,1,66.9,6.597185,0
2,15,2,2,2,3,2018,33.53,3,2,2018,2018,1,1,192,3.66485,0
2,15,2,2,0,3,2003,8,3,3,1997,2003,1,1,55.8,14.71492,0
2,15,2,2,0,3,2002,7,3,3,1997,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2018,43.59,3,2,2018,2018,1,1,192,3.66485,0
2,15,2,2,0,3,2001,14.5,3,3,1997,2001,1,1,56,6.840359,0
2,15,2,2,0,3,2000,17.1,3,3,1997,2000,1,1,65.5,7.044141,0
2,15,2,2,0,0,2018,181,0,12,2018,2018,1,1,192,3.66485,0
2,15,2,2,0,3,1999,14.8,3,3,1997,1999,1,1,60,4.858447,0
2,15,2,2,0,3,1998,24.8,3,3,1997,1998,1,1,86.4,3.195076,0
2,15,2,2,0,3,1997,520.3,2,3,1997,1997,1,1,88.3,6.926713,0
2,15,2,2,2,3,2007,53.3,3,1,2007,2007,1,1,140,3.641273,0
2,15,2,2,2,6,1998,2200,4,1,1998,1998,1,0,86.4,3.195076,0
2,15,2,2,2,3,1994,210,0,1,1994,1994,1,1,52.5,2075.888398,0
2,15,2,2,0,11,2023,30.4,3,8,2023,2023,1,1,217,4.593563,0
2,15,2,2,0,3,2023,39.94,3,8,2023,2023,1,1,217,4.593563,0
2,15,2,2,0,3,2023,30.6,3,8,2023,2023,1,1,217,4.593563,0
2,15,2,2,0,0,2023,66.94,3,8,2023,2023,1,1,217,4.593563,0
2,15,2,2,2,3,2021,129.71,0,2,2021,2021,1,1,167,8.30166,0
2,15,2,2,2,3,2021,11.15,3,2,2021,2021,1,1,167,8.30166,0
2,15,2,2,2,3,2021,25.97,3,2,2021,2021,1,1,167,8.30166,0
2,15,2,2,2,8,2022,3424.16,4,1,2022,2022,1,0,195,9.280106,0
2,15,2,2,2,3,2020,622.29,2,2,2020,2020,1,1,148,3.211768,0
2,15,2,2,0,3,2010,50.7,3,3,1998,2010,1,1,221,5.038727,0
2,15,2,2,2,3,2019,328,0,1,2019,2019,1,1,187,3.732976,0
2,15,2,2,0,3,2011,71.6,3,3,1998,2011,1,1,262,6.63645,0
2,15,2,2,0,3,2012,41.5,3,3,1998,2012,1,1,247,5.403499,0
2,15,2,2,0,3,2013,102.5,0,3,1998,2013,1,1,247,6.204311,0
2,15,2,2,0,3,2014,97.2,3,3,1998,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2019,212,0,2,2019,2019,1,1,187,3.732976,0
2,15,2,2,2,3,2019,117.4,0,2,2019,2019,1,1,187,3.732976,0
2,15,2,2,2,3,2019,1200,1,2,2019,2019,1,0,187,3.732976,0
2,15,2,2,2,3,2002,35,3,2,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2001,250,0,2,2001,2001,1,1,56,6.840359,1
2,15,2,2,2,3,2001,62.5,3,1,2001,2001,1,1,56,6.840359,0
2,15,2,2,2,4,2003,38.697391,3,7,2003,2003,0,1,55.8,14.71492,0
2,15,2,2,3,3,2014,38.697391,3,6,2014,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2014,306.4,0,2,2014,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2018,23.36,3,1,2018,2018,1,1,192,3.66485,0
2,15,2,2,2,6,2016,38.697391,3,1,2016,2016,1,1,180,8.739144,0
2,15,2,2,2,6,2016,38.697391,3,1,2016,2016,1,1,180,8.739144,0
2,15,2,2,2,3,2015,80.3,3,1,2015,2015,1,1,180,9.029901,0
2,15,2,2,2,11,2003,1,3,1,2003,2003,1,1,55.8,14.71492,0
2,15,2,2,2,3,2016,31.1,3,1,2016,2016,1,1,180,8.739144,0
2,15,2,2,0,3,2015,107.2,0,3,1998,2015,1,1,180,9.029901,0
2,15,2,2,0,11,1999,66.6,3,3,1999,1999,1,1,60,4.858447,0
2,15,2,2,0,11,1994,1.2,3,3,1994,1994,1,1,52.5,2075.888398,0
2,15,2,2,0,11,2000,15.97,3,3,2000,2000,1,1,65.5,7.044141,0
2,15,2,2,2,3,2018,43.59,3,2,2018,2018,1,1,192,3.66485,0
2,15,2,2,2,3,2007,1258.1,1,1,2007,2007,1,1,140,3.641273,0
2,15,2,2,0,7,2003,21,3,3,2003,2003,1,1,55.8,14.71492,0
2,15,2,2,0,11,2000,38.697391,3,3,2000,2000,1,1,65.5,7.044141,0
2,15,2,2,2,3,2006,29.7,3,1,2006,2006,1,1,111,4.183568,0
2,15,2,2,2,3,2009,131,0,1,2009,2009,1,1,167,4.888035,0
2,15,2,2,2,3,2006,35.7,3,1,2006,2006,1,1,111,4.183568,0
2,15,2,2,2,3,2009,57.5,3,1,2009,2009,1,1,167,4.888035,0
2,15,2,2,0,11,2003,38.697391,3,12,2003,2003,1,1,55.8,14.71492,0
2,15,2,2,2,3,2008,38.697391,3,2,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2009,300,0,2,2009,2009,1,1,167,4.888035,0
2,15,2,2,0,11,2010,16,3,12,2010,2010,1,1,221,5.038727,0
2,15,2,2,2,3,2018,43.59,3,2,2018,2018,1,1,192,3.66485,0
2,15,2,2,2,3,2010,455.6,0,1,2010,2010,1,1,221,5.038727,0
2,15,2,2,2,3,2010,67.9,3,2,2010,2010,1,1,221,5.038727,0
2,15,2,2,2,3,2010,655,2,1,2010,2010,1,1,221,5.038727,0
2,15,2,2,2,3,2018,43.59,3,2,2018,2018,1,1,192,3.66485,0
2,15,2,2,2,3,2011,110,0,1,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,3,2011,120,0,2,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,3,2012,1896,1,1,2012,2012,1,1,247,5.403499,0
2,15,2,2,0,11,2002,38.697391,3,12,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2011,56.1,3,2,2011,2011,1,1,262,6.63645,0
2,15,2,2,0,11,2012,88.6,3,3,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,3,2012,62.5,3,2,2012,2012,1,1,247,5.403499,0
2,15,2,2,0,11,2012,365.8,0,3,2012,2012,1,1,247,5.403499,0
2,15,2,2,3,0,2005,38.697391,3,5,2005,2005,1,1,89.2,6.869537,0
2,15,2,2,0,0,2012,4.4,3,3,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,3,2013,83.4,3,2,2013,2013,1,1,247,6.204311,0
2,15,2,2,0,9,2014,1531.5,1,3,2014,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2015,124.5,0,2,2015,2015,1,1,180,9.029901,0
2,15,2,2,2,3,2015,53.8,3,2,2015,2015,1,1,180,9.029901,0
2,15,2,2,0,7,2002,38.697391,3,3,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2015,209,0,2,2015,2015,1,1,180,9.029901,0
2,15,2,2,2,3,2016,110,0,2,2016,2016,1,1,180,8.739144,0
2,15,2,2,0,7,2017,116,0,3,2002,2017,1,1,206,3.446373,0
2,15,2,2,2,3,2016,380,0,2,2016,2016,1,1,180,8.739144,0
2,15,2,2,2,3,2016,115.9,0,2,2016,2016,1,1,180,8.739144,0
2,15,2,2,0,11,2016,42.5,3,3,2016,2016,1,1,180,8.739144,0
2,15,2,2,2,3,2015,61.6,3,1,2015,2015,1,1,180,9.029901,0
2,15,2,2,2,3,2015,67.4,3,1,2015,2015,1,1,180,9.029901,0
2,15,2,2,0,7,2016,81.4,3,11,2016,2016,1,1,180,8.739144,0
2,15,2,2,0,10,2023,31.3,3,8,2023,2023,1,0,217,4.593563,0
2,15,2,2,2,3,2016,516.1,2,1,2016,2016,1,1,180,8.739144,0
2,15,2,2,2,6,2016,38.697391,3,1,2001,2016,1,1,180,8.739144,0
2,15,2,2,0,8,2014,115,0,12,1996,2014,1,1,246,6.32904,0
2,15,2,2,0,8,2013,116.5,0,12,1996,2013,1,1,247,6.204311,0
2,15,2,2,0,3,2011,86.8,3,3,1997,2011,1,1,262,6.63645,0
2,15,2,2,0,3,2010,80.6,3,3,1997,2010,1,1,221,5.038727,0
2,15,2,2,0,3,2009,65.7,3,3,1997,2009,1,1,167,4.888035,0
2,15,2,2,2,6,2008,38.697391,3,1,1996,2008,1,1,170,5.678594,0
2,15,2,2,0,3,2007,29.2,3,3,1997,2007,1,1,140,3.641273,0
2,15,2,2,0,3,2006,52,3,3,1997,2006,1,1,111,4.183568,0
2,15,2,2,3,1,2010,106.57,0,6,2010,2010,1,1,221,5.038727,0
2,15,2,2,0,9,2009,908.5,2,3,2009,2009,1,1,167,4.888035,0
2,15,2,2,3,1,2011,1028.4,1,6,2011,2011,1,1,262,6.63645,0
2,15,2,2,0,9,2018,97.2,3,8,2018,2018,1,1,192,3.66485,0
2,15,2,2,0,9,2009,1700,1,3,2009,2009,1,1,167,4.888035,0
2,15,2,2,2,3,2018,414.4,0,1,2018,2018,1,1,192,3.66485,0
2,15,2,2,0,0,2018,125,0,3,2018,2018,1,1,192,3.66485,0
2,15,2,2,2,3,2022,675,2,2,2022,2022,1,1,195,9.280106,0
2,15,2,2,0,11,2015,2.4,3,3,2015,2015,1,1,180,9.029901,0
2,15,2,2,2,3,2014,210.2,0,2,2014,2014,1,1,246,6.32904,0
2,15,2,2,0,3,2019,28.4,3,3,2019,2019,1,1,187,3.732976,0
2,15,2,2,2,3,2014,80.4,3,2,2013,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2013,9.9,3,1,2013,2013,1,1,247,6.204311,0
2,15,2,2,0,11,2009,2.9,3,3,2002,2009,1,1,167,4.888035,0
2,15,2,2,0,11,2009,3.5,3,12,2002,2009,1,1,167,4.888035,0
2,15,2,2,2,3,2005,38.697391,3,1,2003,2005,1,1,89.2,6.869537,0
2,15,2,2,0,9,2014,1999.5,1,3,2014,2014,1,1,246,6.32904,0
2,15,2,2,3,5,2012,363.95,0,6,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,3,2022,480,0,8,2022,2022,1,1,195,9.280106,0
2,15,2,2,0,9,2014,3042,4,3,2014,2014,1,1,246,6.32904,0
2,15,2,2,3,0,2016,6.6,3,6,2016,2016,1,1,180,8.739144,0
2,15,2,2,2,3,2014,21,3,1,2014,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2015,53.4,3,1,2015,2015,1,1,180,9.029901,0
2,15,2,2,3,0,2013,38.697391,3,6,2013,2013,1,1,247,6.204311,0
2,15,2,2,2,3,2014,137.7,0,1,2012,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2006,100,0,2,2006,2006,1,1,111,4.183568,0
2,15,2,2,3,0,2011,38.697391,3,6,2011,2011,1,1,262,6.63645,2
2,15,2,2,3,0,2007,38.697391,3,6,2007,2007,1,1,140,3.641273,0
2,15,2,2,0,0,2012,3012,4,3,2012,2012,1,1,247,5.403499,1
2,15,2,2,0,11,2007,38.697391,3,12,2007,2007,1,1,140,3.641273,0
2,15,2,2,2,3,2015,209.8,0,2,2015,2015,1,1,180,9.029901,0
2,15,2,2,2,3,2019,80,3,2,2019,2019,1,1,187,3.732976,0
2,15,2,2,3,5,2016,69.4,3,6,2016,2016,1,1,180,8.739144,0
2,15,2,2,2,3,2012,179.1,0,2,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,8,2013,3611,4,1,2013,2013,1,1,247,6.204311,0
2,15,2,2,0,0,2000,1.5,3,3,2000,2000,1,1,65.5,7.044141,0
2,15,2,2,2,3,2008,38.697391,3,2,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2012,421.6,0,2,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,7,2012,700,2,2,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,3,2012,124.9,0,1,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,3,2011,485,0,2,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,3,2011,62.8,3,2,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,3,2011,288.3,0,2,2011,2011,1,1,262,6.63645,1
2,15,2,2,0,9,2011,2221.5,4,3,2011,2011,1,1,262,6.63645,0
2,15,2,2,0,11,2010,3.3,3,3,2010,2010,1,1,221,5.038727,0
2,15,2,2,2,3,2008,55.6,3,2,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2008,115,0,2,2008,2008,1,0,170,5.678594,0
2,15,2,2,2,3,2009,50,3,2,2009,2009,1,1,167,4.888035,0
2,15,2,2,2,3,2009,153.7,0,1,2009,2009,1,1,167,4.888035,0
2,15,2,2,2,3,2009,1400,1,2,2009,2009,1,0,167,4.888035,0
2,15,2,2,2,3,2009,6800,4,1,2009,2009,1,1,167,4.888035,0
2,15,2,2,0,9,2009,1242,1,3,2009,2009,1,1,167,4.888035,0
2,15,2,2,0,11,2007,1,3,3,2007,2007,1,1,140,3.641273,0
2,15,2,2,2,3,2008,401,0,1,2008,2008,1,0,170,5.678594,0
2,15,2,2,0,9,2008,409.3,0,3,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,7,2011,845,2,0,2011,2011,1,0,262,6.63645,0
2,15,2,2,0,11,2004,0.03,3,12,2004,2004,1,1,66.9,6.597185,0
2,15,2,2,2,3,2005,59.3,3,2,2005,2005,1,1,89.2,6.869537,0
2,15,2,2,2,7,2007,230,0,7,2007,2007,0,0,140,3.641273,0
2,15,2,2,2,3,2004,142,0,1,2004,2004,1,1,66.9,6.597185,0
2,15,2,2,2,3,2005,211,0,1,2005,2005,1,1,89.2,6.869537,0
2,15,2,2,2,3,2005,37.8,3,2,2005,2005,1,1,89.2,6.869537,0
2,15,2,2,2,4,2003,38.697391,3,2,2003,2003,1,1,55.8,14.71492,0
2,15,2,2,2,3,2002,191.2,0,1,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2002,266,0,1,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2001,130.6,0,1,2001,2001,1,1,56,6.840359,0
2,15,2,2,0,7,2012,64,3,12,1996,2012,1,1,247,5.403499,0
2,15,2,2,0,7,2000,15.9,3,12,1996,2000,1,1,65.5,7.044141,0
2,15,2,2,0,7,1996,24,3,12,1996,1996,1,1,85,15.757666,0
2,15,2,2,0,7,2012,102.5,0,12,1996,2012,1,1,247,5.403499,0
2,15,2,2,0,7,1996,50.3,3,12,1996,1996,1,1,85,15.757666,0
2,15,2,2,0,7,1996,35.6,3,12,1996,1996,1,1,85,15.757666,0
2,15,2,2,2,4,2001,1979,1,7,2001,2001,0,1,56,6.840359,0
2,15,2,2,0,9,2000,168.6,0,3,2000,2000,1,1,65.5,7.044141,0
2,15,2,2,2,4,2001,1021,1,7,2001,2001,0,1,56,6.840359,0
2,15,2,2,0,9,2002,38.697391,3,3,2000,2002,1,1,51,8.450164,0
2,15,2,2,0,9,2001,38.697391,3,3,2000,2001,1,1,56,6.840359,0
2,15,2,2,0,9,2000,406.1,0,3,2000,2000,1,1,65.5,7.044141,0
2,15,2,2,0,9,2003,38.697391,3,3,2001,2003,1,1,55.8,14.71492,0
2,15,2,2,0,9,2002,38.697391,3,3,2001,2002,1,1,51,8.450164,0
2,15,2,2,0,9,2001,121.5,0,3,2001,2001,1,1,56,6.840359,0
2,15,2,2,2,3,2013,108.4,0,1,2013,2013,1,1,247,6.204311,0
2,15,2,2,0,7,2011,117.2,0,3,2000,2011,1,0,262,6.63645,0
2,15,2,2,0,7,2002,1.8,3,12,1998,2002,1,1,51,8.450164,0
2,15,2,2,0,7,2003,4.7,3,3,2000,2003,1,0,55.8,14.71492,0
2,15,2,2,0,7,2000,35.3,3,3,2000,2000,1,0,65.5,7.044141,0
2,15,2,2,0,7,2000,38.697391,3,12,2000,2000,1,1,65.5,7.044141,0
2,15,2,2,2,6,2003,1.7,3,2,1995,2003,1,1,55.8,14.71492,2
2,15,2,2,2,6,1999,0.8,3,2,1995,1999,1,1,60,4.858447,2
2,15,2,2,1,4,1999,320,0,10,1999,1999,0,0,60,4.858447,0
2,15,2,2,0,9,1998,70.4,3,3,1998,1998,1,1,86.4,3.195076,0
2,15,2,2,0,9,1998,286,0,3,1998,1998,1,1,86.4,3.195076,0
2,15,2,2,0,9,1998,603.8,2,3,1998,1998,1,1,86.4,3.195076,0
2,15,2,2,0,9,2003,38.697391,3,3,1998,2003,1,0,55.8,14.71492,0
2,15,2,2,0,9,2002,38.697391,3,3,1998,2002,1,0,51,8.450164,0
2,15,2,2,0,9,2001,38.697391,3,3,1998,2001,1,0,56,6.840359,0
2,15,2,2,0,9,2000,38.697391,3,3,1998,2000,1,0,65.5,7.044141,0
2,15,2,2,0,9,1999,38.697391,3,3,1998,1999,1,0,60,4.858447,0
2,15,2,2,2,6,1995,2,3,2,1995,1995,1,1,76.9,66.007034,2
2,15,2,2,0,9,1998,660.6,2,3,1998,1998,1,0,86.4,3.195076,0
2,15,2,2,0,7,2008,19,3,12,1997,2008,1,0,170,5.678594,0
2,15,2,2,0,7,2004,25,3,12,1997,2004,1,0,66.9,6.597185,0
2,15,2,2,0,7,2003,18,3,12,1997,2003,1,0,55.8,14.71492,0
2,15,2,2,2,3,2023,26.7,3,8,2023,2023,1,1,217,4.593563,0
2,15,2,2,2,3,2011,250.6,0,2,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,3,2011,46,3,1,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,4,1998,1776,1,7,1998,1998,0,1,86.4,3.195076,0
2,15,2,2,0,8,2015,3.6,3,12,1996,2015,1,1,180,9.029901,0
2,15,2,2,0,8,2014,7.23,3,12,1996,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2011,38.697391,3,1,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,3,2011,246.7,0,2,2011,2011,1,1,262,6.63645,0
2,15,2,2,2,3,2011,180.2,0,1,2011,2011,1,1,262,6.63645,0
2,15,2,2,0,9,2010,447.2,0,3,2010,2010,1,1,221,5.038727,0
2,15,2,2,2,3,2007,86.2,3,1,2007,2007,1,1,140,3.641273,0
2,15,2,2,0,8,2013,7.4,3,12,1996,2013,1,1,247,6.204311,0
2,15,2,2,0,8,2012,19.5,3,12,1996,2012,1,1,247,5.403499,0
2,15,2,2,0,8,2011,24.5,3,12,1996,2011,1,1,262,6.63645,0
2,15,2,2,0,8,2010,22.7,3,12,1996,2010,1,1,221,5.038727,0
2,15,2,2,0,8,2009,27.5,3,12,1996,2009,1,1,167,4.888035,0
2,15,2,2,0,8,2008,31.6,3,12,1996,2008,1,1,170,5.678594,0
2,15,2,2,0,8,2007,24.1,3,12,1996,2007,1,1,140,3.641273,0
2,15,2,2,0,8,2006,14.7,3,12,1996,2006,1,1,111,4.183568,0
2,15,2,2,0,8,2005,14,3,12,1996,2005,1,1,89.2,6.869537,0
2,15,2,2,0,8,2004,3.4,3,12,1996,2004,1,1,66.9,6.597185,0
2,15,2,2,0,0,2010,5.7,3,3,2000,2010,1,1,221,5.038727,0
2,15,2,2,0,7,1997,175,0,12,1997,1997,1,0,88.3,6.926713,0
2,15,2,2,2,3,2002,148,0,2,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,11,1996,10,3,1,1996,1996,1,1,85,15.757666,0
2,15,2,2,2,3,2001,60,3,2,2001,2001,1,1,56,6.840359,1
2,15,2,2,2,3,2002,60,3,2,2001,2002,1,1,51,8.450164,1
2,15,2,2,2,3,2007,41,3,2,2007,2007,1,1,140,3.641273,0
2,15,2,2,2,3,2009,95.9,3,1,2009,2009,1,1,167,4.888035,0
2,15,2,2,2,3,2008,38.697391,3,2,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2008,129.5,0,1,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2008,189.3,0,1,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2005,21,3,2,2005,2005,1,1,89.2,6.869537,0
2,15,2,2,0,11,2001,0.3,3,12,2001,2001,1,1,56,6.840359,2
2,15,2,2,2,3,2002,100,0,2,2002,2002,1,1,51,8.450164,2
2,15,2,2,2,3,2003,117.3,0,1,2003,2003,1,0,55.8,14.71492,0
2,15,2,2,0,3,2015,40.2,3,3,2001,2015,1,1,180,9.029901,0
2,15,2,2,0,3,2014,74.9,3,3,2001,2014,1,1,246,6.32904,0
2,15,2,2,0,3,2013,66.3,3,3,2001,2013,1,1,247,6.204311,0
2,15,2,2,0,3,2012,66.1,3,3,2001,2012,1,1,247,5.403499,0
2,15,2,2,0,3,2011,135.4,0,3,2001,2011,1,1,262,6.63645,0
2,15,2,2,0,11,2002,38.697391,3,12,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2003,38.697391,3,1,2003,2003,1,1,55.8,14.71492,0
2,15,2,2,3,1,2019,101.9,0,6,2019,2019,1,1,187,3.732976,0
2,15,2,2,0,11,2012,38.697391,3,12,2012,2012,1,1,247,5.403499,0
2,15,2,2,2,3,2013,56.5,3,1,2013,2013,1,1,247,6.204311,0
2,15,2,2,4,11,2022,334.61,0,8,2022,2022,1,1,195,9.280106,0
2,15,2,2,2,3,2022,57.7,3,8,2022,2022,1,1,195,9.280106,0
2,15,2,2,0,11,2004,0.3,3,12,2004,2004,1,1,66.9,6.597185,0
2,15,2,2,0,11,2007,72.1,3,3,2007,2007,1,1,140,3.641273,0
2,15,2,2,1,3,2003,38.697391,3,10,1997,2003,0,1,55.8,14.71492,0
2,15,2,2,0,9,2008,1591.2,1,3,2008,2008,1,1,170,5.678594,0
2,15,2,2,0,8,2003,2.3,3,12,1996,2003,1,1,55.8,14.71492,0
2,15,2,2,0,8,2002,3.1,3,12,1996,2002,1,1,51,8.450164,0
2,15,2,2,0,8,2001,4.1,3,12,1996,2001,1,1,56,6.840359,0
2,15,2,2,0,8,2000,3.6,3,12,1996,2000,1,1,65.5,7.044141,0
2,15,2,2,0,8,1999,3.9,3,12,1996,1999,1,1,60,4.858447,0
2,15,2,2,0,8,1998,6,3,12,1996,1998,1,1,86.4,3.195076,0
2,15,2,2,0,8,1997,7.5,3,12,1996,1997,1,1,88.3,6.926713,0
2,15,2,2,0,3,2010,161.9,0,3,2001,2010,1,1,221,5.038727,0
2,15,2,2,0,3,2009,66,3,3,2001,2009,1,1,167,4.888035,0
2,15,2,2,0,3,2008,67.2,3,3,2001,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2014,20.5,3,1,2014,2014,1,1,246,6.32904,0
2,15,2,2,0,3,2007,73.8,3,3,2001,2007,1,1,140,3.641273,0
2,15,2,2,2,6,2016,38.697391,3,2,1994,2016,1,1,180,8.739144,0
2,15,2,2,2,6,2008,38.697391,3,2,1994,2008,1,1,170,5.678594,0
2,15,2,2,2,6,2007,38.697391,3,2,1994,2007,1,1,140,3.641273,0
2,15,2,2,0,11,2004,0.6,3,12,2004,2004,1,1,66.9,6.597185,0
2,15,2,2,2,3,2013,368.4,0,2,2013,2013,1,1,247,6.204311,0
2,15,2,2,2,3,2012,92,3,2,2012,2012,1,1,247,5.403499,0
2,15,2,2,0,3,2006,60,3,3,2001,2006,1,1,111,4.183568,0
2,15,2,2,0,3,2005,35.1,3,3,2001,2005,1,1,89.2,6.869537,0
2,15,2,2,0,3,2004,23.1,3,3,2001,2004,1,1,66.9,6.597185,0
2,15,2,2,0,3,2003,21.2,3,3,2001,2003,1,1,55.8,14.71492,0
2,15,2,2,0,7,2008,222.4,0,3,2008,2008,1,1,170,5.678594,0
2,15,2,2,2,3,2006,93,3,2,2006,2006,1,0,111,4.183568,0
2,15,2,2,2,3,2004,63.9,3,1,2004,2004,1,0,66.9,6.597185,0
2,15,2,2,0,11,2002,38.697391,3,3,2002,2002,1,1,51,8.450164,0
2,15,2,2,0,3,2002,15,3,3,2001,2002,1,1,51,8.450164,0
2,15,2,2,0,8,1996,62.2,3,12,1996,1996,1,1,85,15.757666,0
2,15,2,2,0,3,2001,10.8,3,3,2001,2001,1,1,56,6.840359,0
2,15,2,2,0,7,2017,82.9,3,12,1997,2017,1,1,206,3.446373,0
2,15,2,2,0,11,2003,44.5,3,12,2003,2003,1,1,55.8,14.71492,1
2,15,2,2,0,9,1996,748,2,3,1996,1996,1,0,85,15.757666,0
2,15,2,2,0,9,2003,38.697391,3,3,1997,2003,1,0,55.8,14.71492,0
2,15,2,2,2,3,2002,60,3,2,2002,2002,1,1,51,8.450164,0
2,15,2,2,2,3,2002,130,0,2,2002,2002,1,1,51,8.450164,0
2,15,2,2,0,7,1998,26.5,3,12,1998,1998,1,1,86.4,3.195076,0
2,15,2,2,0,11,1999,6.8,3,3,1999,1999,1,1,60,4.858447,0
2,15,2,2,2,4,1999,239.9,0,2,1999,1999,1,1,60,4.858447,0
2,15,2,2,0,9,2004,24.5,3,3,1998,2004,1,1,66.9,6.597185,0
2,15,2,2,0,9,1998,286.3,0,3,1998,1998,1,1,86.4,3.195076,0
2,15,2,2,0,3,2015,181.1,0,3,1998,2015,1,1,180,9.029901,0
2,15,2,2,0,7,1995,118.6,0,3,1995,1995,1,1,76.9,66.007034,0
2,15,2,2,0,7,2011,8.3,3,12,1998,2011,1,1,262,6.63645,0
2,15,2,2,0,3,2014,248,0,3,1998,2014,1,1,246,6.32904,0
2,15,2,2,2,3,2022,240.78,0,1,2022,2022,1,1,195,9.280106,0
2,15,2,2,1,3,2021,17.87,3,10,2021,2021,0,1,167,8.30166,0
2,15,2,2,2,6,2005,19.9,3,2,1994,2005,1,1,89.2,6.869537,0
2,15,2,2,2,6,2004,16,3,2,1994,2004,1,1,66.9,6.597185,0
2,15,2,2,2,3,2015,299.8,0,1,2015,2015,1,1,180,9.029901,0
2,15,2,2,0,9,2002,38.697391,3,3,1997,2002,1,0,51,8.450164,0
2,15,2,2,0,9,2001,38.697391,3,3,1997,2001,1,0,56,6.840359,0
2,15,2,2,0,9,1999,38.697391,3,3,1997,1999,1,0,60,4.858447,0
2,15,2,2,0,9,1998,38.697391,3,3,1997,1998,1,0,86.4,3.195076,0
2,15,2,2,2,3,2022,52.8,3,8,2022,2022,1,1,195,9.280106,0
2,15,2,2,2,3,2015,108.2,0,1,2015,2015,1,1,180,9.029901,0
2,15,2,2,2,3,2016,116.1,0,2,2016,2016,1,1,180,8.739144,0
2,15,2,2,0,9,1996,476.6,0,3,1996,1996,1,1,85,15.757666,0
2,15,2,2,0,9,1997,80,3,3,1997,1997,1,0,88.3,6.926713,0
2,15,2,2,2,3,2016,190,0,2,2016,2016,1,1,180,8.739144,0
